source_deck,source_path,source_sha256,source_page,title,duplicate_cluster,disposition,concrete_reason,evidence_status,proposed_target_chapter_page_role,peer_page,peer_text_similarity,peer_exact_visible_text_hash,peer_exact_normalized_text_hash,peer_exact_slide_xml_hash,visible_text_sha256,normalized_text_sha256,notes_sha256,media_count,layout_name
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,11,候選必須跨過 margin，並持續足夠久,PAIR-S011,RETIRE,Margin plot is a specialist handover explanation and repeats the service-window story; retain only a newly written policy counterexample if needed.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9878; notes present,"Contingency counterexample: slow switching, rebuilt around policy evidence",11,0.9878,False,False,False,5856ff3d1ce290d54e0485c982941f538f15d32f00c0295bc7213358345de9b9,e6d8fe97f7cb8cc3cb324ab6b424ebc375402e2b97b895df20f3f9387dfcb2ab,c4c796f9cba6f6c09405efe9b3a24d66b99d1820aa6d696c8a6d99a7eb950d7c,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,12,切換過慢會中斷，過快會形成 ping-pong,PAIR-S012,ADOPT,The slow-switch versus ping-pong comparison is a useful falsifiable counterexample; replace legacy controls with current policy actions and results.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9927; notes present,Core 6–8 or contingency: service-window policy counterexample,12,0.9927,False,False,False,db0969fb457a03f3523bc1d84dcc4b77a67af8feb4d3d089a3ea012ae813ad89,2f6a41a0990b292d5dfacf40521519a055e3b64278f221d73f48046c0ebb9892,dcfaab58d95f4b2b42ea8150e9446af4d8d5d9d9bf1e37f6352db080e9d6d043,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,13,SINR 分解訊號、干擾與雜訊,PAIR-S013,APPENDIX,"SINR and dB vocabulary can support optional interpretation, but it is not the endpoint-energy learning core.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9891; notes present,Appendix APP-13–APP-15: optional quality/SINR/dB vocabulary,13,0.9891,False,False,False,d5637661f5e0dddcb27bd50421050fa1a0ad889c3054311b4f0f1707ba2a5b51,03a6adb62c55ada1e513f80700603b5701e63329ab38f22afbe344c8b4cd7a4c,03fd1ff31db4866e8aa6bcc183680bd6d604caeb3fde9e8a86ada842337dadae,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,14,Throughput 先定義：每秒交付資料，不是累積資料,PAIR-S014,ADOPT,"Separates throughput, power, and energy; rewrite units and examples for endpoint service and energy rather than legacy system EE.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9933; notes present,Core 17–21: model bridge from packet/service outcome to endpoint energy,14,0.9933,False,False,False,a6f2109281cdec6199375e4db70d52ff63ff684dc06429a37315ac0c2ea898b7,39c61ee76bf92f0d6071e45e3546a2c2c93c2e1210791bdc43c0166d2d4db19e,36199b60b3338a55f3ee8c93dd7d345fc32dd7b22b1565c4cec0ca97392b8b87,3,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,15,SINR 進入資料率前，先把 dB 還原成線性量,PAIR-S015,APPENDIX,"SINR and dB vocabulary can support optional interpretation, but it is not the endpoint-energy learning core.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9941; notes present,Appendix APP-13–APP-15: optional quality/SINR/dB vocabulary,15,0.9941,False,False,False,10d305fa0a31e9ae410f75de6b26c284947cdb2057f9f8bc460faae1c147f410,d6e1b463bb7f52891e3fcc6db692899cf7e6d87a1ac8db13b636c8abd0de886f,4c0059b3790830d8eca2846b4da047729ed147f11e4b5ce04796db933a0f44c2,2,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,16,資料率提高之後，功率與能量從何而來？,DUP-POWER-16-17,ADOPT,Causal chain from delivered data through SINR and RF output to power and energy is useful; merge the duplicate 17 concept and replace values.,SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9918; notes present,Core 17–21: state/data → policy → service → power × time → energy,16,0.9918,False,False,False,f5099e9723e05fa346e192d0cc5d30cfe60816794630009545a1b4e2658cb38d,526e102cfa29591454d70ea578e001672b51e65dea8af2570c51d3cbf8d565dd,757d2339ad3409db676873f8a8d79222a1c21c32e9107a7e5c029762cf08a8c7,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,17,資料率提高之後，功率與能量從何而來？,DUP-POWER-16-17,RETIRE,Near-duplicate of page 16; retain no separate page after the causal chain is rewritten for endpoint energy.,SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9920; notes present,Merged into Core 17–21 concept; no standalone page,17,0.992,False,False,False,f6c63fd755bd46676bd9492debe070809210fda9848ef6cbc77adea591a72216,f74687ed0599b2e21c13b1b2ff12a203c8d32305b5804645f835871ae80a72cc,1b68b22e618914b9d97bd5c4f3db1382691d89236759dd961561daedb9a8b41c,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,18,衛星運動改變角度與斜距，維持資料要回應,PAIR-S018,RETIRE,Satellite geometry scene repeats the service-window topic without current runner evidence; rebuild only if a current scenario screenshot exists.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9925; notes present,"C120 route visuals generated from the current scenario, not donor art",18,0.9925,False,False,False,934720e3c1effe9776cb86e453e4be854548cced323f0cd6e6ac51892f97bf9d,e79f3f0d9f01db37245ba04a23fee27468ed5c88e331bbc3904b5ee69f49c4bf,185d76c68f5b331c45db56055a6ca8d1d9e77a059227b85e5e810944e489ca10,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,19,三種服務反應，同時改變資料與能量,PAIR-S019,ADOPT,"Same-window A/B, service reaction, and W→J accounting boundary form a useful evidence loop; rewrite around the bounded policy and endpoint ledger.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9943; notes present,Core 17–21: controlled comparison and endpoint energy accounting,19,0.9943,False,False,False,23b05228f8285eaec6df03187ebb778c05355cd45f22b963d74c85739c309590,5152abd97a2a9d26160b123dda9e3bb44332817220ba4600cfc3259545efec29,87879673375ceb6fb1a51eff2faa8f29b1ed91a4c3418b4fcb78f91f5fdc23d5,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,20,A／B 先鎖在同一服務窗口,PAIR-S020,ADOPT,"Same-window A/B, service reaction, and W→J accounting boundary form a useful evidence loop; rewrite around the bounded policy and endpoint ledger.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9922; notes present,Core 17–21: controlled comparison and endpoint energy accounting,20,0.9922,False,False,False,82fafa392120b36a91a888866c20ef8d6eb401c5dd53f6bd5312bf325fcd92f4,c0c1da2aeedaaf505c00232fe437b0eae54847b7ff7a445fd9e68104405db10b,37178fa34553dafe66d6b2a8ea44af62ef0ab9ca436ec5caf76fde948440e38d,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,21,先畫出帳本邊界，再把功率累積成能量,PAIR-S021,ADOPT,"Same-window A/B, service reaction, and W→J accounting boundary form a useful evidence loop; rewrite around the bounded policy and endpoint ledger.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9796; notes present,Core 17–21: controlled comparison and endpoint energy accounting,21,0.9796,False,False,False,b2f8fc1e57553628f0abe89f447333bedca3dc950e44775d2c90c631cd35e5e1,f80dc05108cf7a4d2c685d85a4036ea6c465c5df9fed5ae4dba69dff031b0a6a,6652ceb21f0f933611b3925ec2a8e5345963ce599ca1ed59be7eaab83a40566d,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,22,發射設定是 dBm；先轉成線性 RF 輸出,PAIR-S022,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9908; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",22,0.9908,False,False,False,55facc10ad2e0ab35426fd6307b1a1b238097264dfed1dc7c01ec5815fc97e05,4f5cd10968a69731d2ed1fd62536501644617cc6b292959fd18801cb96d4e860,51a833789f3d85c140744300b90dcc4fc3f855909de5982853822cd2f41a1e13,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,23,dB 不能直接進入 1 + SINR,PAIR-S023,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9928; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",23,0.9928,False,False,False,a6da4f364d66f1467a9e0b10fbca0fa007b505f0d6bc3b8f4861306170734e67,8f49e5f5a4267e33bf91715d90ee873e58e5a388c0b440ce2b6c118c1ac4f1e6,464a5c1e3f82bdf0868d06fbfa8d82d9bf70dd64352f229d6ddccb1327878e78,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,24,log2(1+γ) 把 SINR 變成頻譜效率,PAIR-S024,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9937; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",24,0.9937,False,False,False,24267db36fa6eff548a50e7a88a75c52782a1a2bfa1d82bf94965e8e50220f2d,c109d8a935b0ce872c55704d003a2f1adb074a333669ae8beaec296d4de2c02d,276dcd2fcca11ba1092714cb1bac5084d73847d687cf9584e0009e9fd5f820dd,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,25,PA 效率：同一 RF 輸出需要多少取電？,PAIR-S025,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9943; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",25,0.9943,False,False,False,1ab5ae9cfafe21f28a4596ed4a131715b307840ffa406d61838e7e418ba0f067,d19b29aecca93f87a2dc312a7b277b5df459bb1f25545eb6c6d98a6e049874e9,9907e2cb6ab2304165d3e13ae790fbe6922fa5ae563bcae05f85cbcd257b4528,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,26,OBO (Output Back-Off，輸出回退) 與效率的權衡,PAIR-S026,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9918; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",26,0.9918,False,False,False,cf65f29ffaac9259d61a82386379915e9065e3f5c8a1a14a771c78c5fadc7e53,47fbbfeed46c6e6fb6eb1167b2361e6d64a886b1be82d7a1c45acc85894a4833,c77f0bb1f673191a19c420ae9c5216d9cd8cb462a976a380c4c1c1aef948434e,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,27,完整的瞬時總功率：每個加總項都有物理意義,PAIR-S027,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9834; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",27,0.9834,False,False,False,5282438a8350902c18a13e7a19150224a6928c1fc1865fc01b968fe6117e6ace,3addf0107a410dc64adebe44d8d0b9ae2aa415b07cc725aab23daba6ff6438fa,e08218004a595675a4773c39b392ecf795f95d59dac45a650e2b72f7b0fc88a1,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,28,系統功率只加總作用中服務波束,PAIR-S028,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9680; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",28,0.968,False,False,False,ed914f8681b5b4d21d24ab786a1cd07f26630ab2aadcc71dd19e54e9a4a5973c,d5de9603601c52385b1e5177b6c57496311653749b0b783e718b92e192edb5b1,5b31d389ab5a0fed499d92fcd26f4990c975314ba17eafaaf3839c95857c7d3a,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,29,操作功率與事件能量如何計入？,PAIR-S029,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9878; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",29,0.9878,False,False,False,086e0481dcd38b1472a6e3a865be79ba87792648aa6e80c5ba1b9d687467eaa8,e4e0b075dfc0a2b08f5bc2dd7a1099d2fe1725fca13a228eb26923f0d9834d65,659f43890e51ed8ae5336f9240c45ec5dee24779a95ba0661ed3d1060168dff3,2,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,30,兩個角度：一個改增益，一個判資格,PAIR-S030,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9725; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",30,0.9725,False,False,False,fb20f0421383f6a1b1c19beeeab1e8fcec2d105e8cc2ffa9ad334de164596106,9d4d4df17a37e140bd5fb5320555c4ea6a0319bb6d5f7ac3b4d001429a49444c,d05fe4fe7b952b8ed5c0061e5270ffe8fe09027b9853e47661882abb509795bc,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,31,角度與距離走各自的因果支線,PAIR-S031,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9867; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",31,0.9867,False,False,False,2c33c7f9f76118a47035c671a823702f247e971cc3d472270c7099076fa26ea8,cb13d0596b15897279e9d18a584399ca333d6ea5de91f6b442ebb5cb3ef3e8f9,7eabd6cac96d53cbdf334b11ae3aa8283207b7c4ca34a636c7bad1a22c7c3ad9,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,32,吞吐量有三個範圍，單位也不同,PAIR-S032,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9870; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",32,0.987,False,False,False,d8f7b35bcd3a0826d0ae46ad02798d5aa67208779c486b1f1138f1811b4b5653,2144a75f6769aa32497538b9a640f0d7bcb96f56d660d647bf6594de6af0a5a8,861b021baf9130801c82b5c9bb72237254ae873f3c9bb468bf941b14d5212063,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,33,瞬時 EE 與窗口 EE 的計算邊界不同,PAIR-S033,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9899; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",33,0.9899,False,False,False,f1d4ac24a5fca691b267809d2210c5f1067637126511ee662b5f810ff12f4b12,64a1ace443df9dda3f49cd1e8a516d21bf8b03284f8cab5b29abfe52c52fc37c,ed0130fb319f691c2d3290c4c9927d6dd544bbbbbb486e543785e9403705b331,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,34,目標 SINR 是反推輸入；實測 SINR 是評估輸出,PAIR-S034,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9898; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",34,0.9898,False,False,False,126c5ca759c40f1ff0f85f58a0254d1b93e32ee61c89d37c1771f58d08604761,6dc482df6c3c23c0a469bf5223f9862a6de2edd70d67dc09a23b87726f98b63c,b8b72556c581664d82e4aed327b5cb7d2c198658be01e447c368cd1ea9f37680,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,35,有效狀態與 Δt 決定哪些樣本能進窗口,PAIR-S035,APPENDIX,"RF, PA, angle, system-boundary, and source-detail derivations are optional reference material; preserve at most one concept per page.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9841; notes present,"Appendix APP-07–APP-15: selected units, quality, angle, and boundary detail",35,0.9841,False,False,False,d0739bd014758235672bf7071aaaa82a4ba317ce289331728d7ea7e6cea51b8b,c3f59c8ff027e49a3d55e6847b6f60dcacbc627c35ebec2dfc84556e99b4fe9c,9eb2ac7da8e468616f5478dc835800f864e9517038a48f53609b9ed78a8e41b2,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,36,A／B 比較：用四組欄位判斷服務與節能,PAIR-S036,ADOPT,Fair A/B and control → intermediate state → observable evidence is directly reusable; replace old browser controls and screenshots with current policy runs.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9920; notes present,"Core Labs A–C: fair baseline, candidate edit, prediction, evidence, debrief",36,0.992,False,False,False,cc9f96705a5446d8c093d01467782c80b23cb22d950f3a1caf47b62793d352a7,f74c56a6dc65287cafde516895faf8f571f2f4290b99787dbd95920d04b027fc,aa22691f4a54c4a524d98485696750d0d795bf0468299358fda706e81b50238c,0,只有標題
